City,Country,Date,Medium,Page,Region,Section,Section (group),Exits,Goal Conversion Rate,Number of Records,Pageviews,Pageviews per Visitor,Time on Page,Time on Page per Visitor,Total Downloads,Unique Visitors,Visits
Rio de Janeiro,Brazil,11/15/2014,(none),/templates/fantasy-sports,South America,User,User Generated,80,0.001,1,240,1.034482759,35032,151,0.624,232,624
Rio de Janeiro,Brazil,11/15/2014,(none),index.htm,South America,User,User Generated,72,0.0032,1,168,2.333333333,3320,46.111111111,0.64,72,200
Santiago,Chile,11/15/2014,organic,/,South America,User,User Generated,0,0.0015,1,380,3.8,1980,19.8,0.795,100,530
Buenos Aires,Argentina,11/15/2014,referral,index.htm,South America,User,User Generated,144,0.0035,1,540,3.75,11748,81.583333333,1.449,144,414
Porto Alegre,Brazil,11/15/2014,referral,/,South America,User,User Generated,80,0.0038,1,272,3.4,13360,167,1.52,80,400
Ahmedabad,India,11/16/2014,referral,/download,Asia,Register,Events/Training,60,0.0012,1,240,4,7620,127,0.2808,60,234
Mumbai,India,11/16/2014,referral,/download,Asia,Register,Events/Training,0,0.018867925,1,204,3.4,3024,50.4,6,60,318
New Delhi,India,11/16/2014,organic,/examples,Asia,Training,Events/Training,60,0.0013,1,90,1.5,7980,133,0.3744,60,288
Beijing,China,11/16/2014,(none),index.htm,Asia,User,User Generated,48,0.0039,1,208,4.333333333,7440,155,0.9048,48,232
Bangalore,India,11/16/2014,(none),index.htm,Asia,User,User Generated,48,0.0038,1,54,1.125,6192,129,0.6612,48,174
Hyderabad,India,11/16/2014,(none),index.htm,Asia,User,User Generated,30,0.0035,1,102,3.4,1290,43,0.777,30,222
Jakarta,Indonesia,11/16/2014,(none),index.htm,Asia,User,User Generated,10,0.029411765,1,20,4,200,40,10,5,340
Singapore,Singapore,11/16/2014,(none),/,Asia,User,User Generated,0,0.0025,1,280,2.8,1380,13.8,0.675,100,270
Urumqi,China,11/16/2014,organic,/,Asia,User,User Generated,0,0.030303030,1,144,1.8,55704,696.3,8,80,264
Chungli,Taiwan,11/16/2014,organic,/knowledgebase/best-practices-designing-piecees-and-dashboards,Asia,User,User Generated,100,0.001,1,670,2.481481481,41310,153,0.43,270,430
New Delhi,India,11/16/2014,referral,/,Asia,User,User Generated,0,0.0023,1,270,4.5,1248,20.8,0.2898,60,126
Dublin,Ireland,11/16/2014,(none),/gallery/evaluating-nba-players,Europe,Examples,Case Studies,100,0.03125,1,430,4.3,16100,161,10,100,320
Bratislava,Slovakia,11/16/2014,(none),/gallery,Europe,Examples,Case Studies,400,0.0032,1,960,2.4,144210,360.525,2.208,400,690
Munich,Germany,11/16/2014,organic,/gallery,Europe,Examples,Case Studies,0,0.0015,1,88,1.1,36872,460.9,0.396,80,264
Stuttgart,Germany,11/16/2014,organic,/gallery/minard-visualization-1812,Europe,Examples,Case Studies,80,0.0012,1,392,4.9,4400,55,0.5184,80,432
Dorchester,United Kingdom,11/16/2014,organic,/gallery?elq=8674786faea749ae8ecc8de54cf252d8,Europe,Examples,Case Studies,0,0.0038,1,156,3.9,1344,33.6,0.836,40,220
London,United Kingdom,11/16/2014,organic,/gallery/all?page=3,Europe,Examples,Case Studies,0,0.041666667,1,168,4.2,276,6.9,4,40,96
Muhlacker,Germany,11/16/2014,referral,/gallery,Europe,Examples,Case Studies,80,0.002,1,264,3.3,3248,40.6,0.624,80,312
Breda,Netherlands,11/16/2014,referral,/gallery/all,Europe,Examples,Case Studies,80,0.0017,1,152,1.9,9440,118,0.5032,80,296
Teddington,United Kingdom,11/16/2014,referral,/gallery,Europe,Examples,Case Studies,0,0.0031,1,176,4.4,120,3,0.7192,40,232
Bologna,Italy,11/16/2014,(none),/download,Europe,Register,Events/Training,0,0.0016,1,328,4.1,2688,33.6,0.4864,80,304
Oosterhout,Netherlands,11/16/2014,cpc,/download,Europe,Register,Events/Training,0,0.0012,1,256,3.2,872,10.9,0.2976,80,248
Frankfurt am Main,Germany,11/16/2014,organic,/download,Europe,Register,Events/Training,0,0.0025,1,96,1.2,3640,45.5,0.94,80,376
London,United Kingdom,11/16/2014,organic,/download,Europe,Register,Events/Training,0,0.0039,1,96,2.4,160,4,0.546,40,140
Munster,Germany,11/16/2014,referral,/download,Europe,Register,Events/Training,80,0.0012,1,208,2.6,1184,14.8,0.5664,80,472
Sevilla,Spain,11/16/2014,referral,/download,Europe,Register,Events/Training,80,0.0026,1,288,3.6,4800,60,0.5408,80,208
Torino,Italy,11/16/2014,referral,/examples,Europe,Training,Events/Training,80,0.0015,1,264,3.3,10960,137,0.648,80,432
Ringkobing,Denmark,11/16/2014,(none),index.htm,Europe,User,User Generated,80,0.0039,1,280,3.5,6400,80,1.56,80,400
Bordeaux,France,11/16/2014,(none),/,Europe,User,User Generated,80,0.0024,1,216,2.7,1104,13.8,0.7872,80,328
Essen,Germany,11/16/2014,(none),index.htm,Europe,User,User Generated,48,0.0035,1,112,2.333333333,6912,144,1.232,48,352
Riccione,Italy,11/16/2014,(none),index.htm,Europe,User,User Generated,0,0.0035,1,272,2.833333333,102080,1063.333333333,0.756,96,216
Amsterdam,Netherlands,11/16/2014,(none),index.htm,Europe,User,User Generated,24,0.0037,1,120,5,632,26.333333333,0.7696,24,208
Novosibirsk,Russia,11/16/2014,(none),index.htm,Europe,User,User Generated,30,0.001,1,60,2,4110,137,0.4,30,400
Bratislava,Slovakia,11/16/2014,(none),index.htm,Europe,User,User Generated,90,0.004,1,330,3.666666667,13680,152,1.92,90,480
Istanbul,Turkey,11/16/2014,(none),index.htm,Europe,User,User Generated,150,0.004,1,460,2,13350,58.043478261,1.44,230,360
Oxford,United Kingdom,11/16/2014,(none),/,Europe,User,User Generated,40,0.0026,1,48,1.2,196,4.9,0.3224,40,124
London,United Kingdom,11/16/2014,(none),/templates/fantasy-sports,Europe,User,User Generated,40,0.017857143,1,584,4.171428571,8260,59,4,140,224
Manchester,United Kingdom,11/16/2014,(none),/thanks,Europe,User,User Generated,0,0.0022,1,288,2.571428571,1028,9.178571429,0.3872,112,176
Birmingham,United Kingdom,11/16/2014,(none),index.htm,Europe,User,User Generated,12,0.0038,1,16,1.333333333,129812,10817.666666667,0.38,12,100
Bradford,United Kingdom,11/16/2014,(none),index.htm,Europe,User,User Generated,20,0.066666667,1,72,3.6,2160,108,4,20,60
Daventry,United Kingdom,11/16/2014,(none),index.htm,Europe,User,User Generated,12,0.0019,1,28,2.333333333,672,56,0.2812,12,148
Glasgow,United Kingdom,11/16/2014,(none),index.htm,Europe,User,User Generated,24,0.0034,1,116,4.833333333,3360,140,0.2856,24,84
London,United Kingdom,11/16/2014,(none),index.htm,Europe,User,User Generated,20,0.0016,1,72,3.6,1800,90,0.3136,20,196
Sheffield,United Kingdom,11/16/2014,(none),index.htm,Europe,User,User Generated,40,0.003,1,456,4.956521739,89260,970.217391304,0.552,92,184
Stoke on Trent,United Kingdom,11/16/2014,(none),index.htm,Europe,User,User Generated,24,0.0022,1,56,2.333333333,3984,166,0.3872,24,176
Oosterhout,Netherlands,11/16/2014,cpc,index.htm,Europe,User,User Generated,80,0.004,1,104,1.3,12000,150,0.992,80,248
Poplar,United Kingdom,11/16/2014,cpc,/,Europe,User,User Generated,0,0.047619048,1,148,3.7,236,5.9,4,40,84
Tienen,Belgium,11/16/2014,organic,/,Europe,User,User Generated,100,0.0024,1,430,4.3,7200,72,0.72,100,300
Berlin,Germany,11/16/2014,organic,/,Europe,User,User Generated,80,0.0035,1,104,1.3,3760,47,1.372,80,392
Edinburgh,United Kingdom,11/16/2014,organic,/,Europe,User,User Generated,0,0.0033,1,72,1.8,1344,33.6,0.4224,40,128
Teddington,United Kingdom,11/16/2014,organic,/,Europe,User,User Generated,40,0.0013,1,108,2.7,236,5.9,0.13,40,100
Rome,Italy,11/16/2014,referral,/,Europe,User,User Generated,0,0.0025,1,136,1.7,1264,15.8,0.52,80,208
Pamplona,Spain,11/16/2014,referral,/how-it-works,Europe,User,User Generated,80,0.0036,1,1240,4.558823529,13600,50,1.584,272,440
Bletchley,United Kingdom,11/16/2014,referral,/,Europe,User,User Generated,40,0.0014,1,176,4.4,6440,161,0.2072,40,148
Jackson,United States,11/16/2014,(none),/gallery/topic/Government-and-artco-Data,North America,Examples,Case Studies,0,0.0035,1,29,2.9,138,13.8,0.112,10,32
Ft Collins,United States,11/16/2014,(none),/gallery/which-country-uses-most-oil,North America,Examples,Case Studies,0,0.0032,1,49,4.9,1325,132.5,0.1728,10,54
Jackson,United States,11/16/2014,(none),/gallery/why-do-customers-change-banks,North America,Examples,Case Studies,10,0.0027,1,19,1.9,1240,124,0.108,10,40
Palo Alto,United States,11/16/2014,email,/gallery/nk-leadership-tracker,North America,Examples,Case Studies,10,0.0018,1,30,3,1260,126,0.036,10,20
Montreal,Canada,11/16/2014,organic,/gallery,North America,Examples,Case Studies,60,0.0019,1,102,1.7,93000,1550,0.4332,60,228
Toronto,Canada,11/16/2014,organic,/gallery/topic/Travel-and-Lifestyle,North America,Examples,Case Studies,60,0.0037,1,108,1.8,294,4.9,0.7548,60,204
Cleveland,United States,11/16/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0034,1,29,2.9,534,53.4,0.0782,10,23
Jackson,United States,11/16/2014,organic,/gallery,North America,Examples,Case Studies,0,0.0012,1,21,2.1,49,4.9,0.0468,10,39
Lake Oswego,United States,11/16/2014,organic,/gallery,North America,Examples,Case Studies,10,0.0026,1,50,5,1380,138,0.1378,10,53
New York,United States,11/16/2014,organic,/gallery,North America,Examples,Case Studies,20,0.014705882,1,51,2.55,1691,84.55,1,20,68
Pittsburgh,United States,11/16/2014,organic,/gallery/all,North America,Examples,Case Studies,0,0.025641026,1,24,2.4,99,9.9,1,10,39
New York,United States,11/16/2014,organic,/gallery/case-shiller-0,North America,Examples,Case Studies,10,0.0024,1,12,1.2,682,68.2,0.048,10,20
Herndon,United States,11/16/2014,organic,/gallery/changes-vc-industry,North America,Examples,Case Studies,10,0.0029,1,48,4.8,1360,136,0.1334,10,46
Glenview,United States,11/16/2014,organic,/gallery/tech-ipos-finish-year-strong,North America,Examples,Case Studies,0,0.0038,1,32,3.2,49,4.9,0.1672,10,44
Seattle,United States,11/16/2014,organic,/gallery/uk039s-best-singles,North America,Examples,Case Studies,10,0.0024,1,10,1,1520,152,0.144,10,60
Bradenton,United States,11/16/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.0013,1,28,2.8,1570,157,0.0546,10,42
Columbus,United States,11/16/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.0037,1,10,1,860,86,0.0962,10,26
Round Rock,United States,11/16/2014,organic,/gallery/us-population-race,North America,Examples,Case Studies,10,0.0016,1,34,3.4,1370,137,0.0416,10,26
Lafayette,United States,11/16/2014,organic,/gallery/which-country-uses-most-oil,North America,Examples,Case Studies,10,0.0014,1,23,2.3,1730,173,0.0406,10,29
New York,United States,11/16/2014,organic,/gallery/world-wine-data,North America,Examples,Case Studies,0,0.0025,1,28,2.8,178,17.8,0.085,10,34
Parksville,Canada,11/16/2014,referral,/gallery,North America,Examples,Case Studies,60,0.0039,1,192,3.2,5460,91,1.053,60,270
Vancouver,Canada,11/16/2014,referral,/gallery/evaluating-nba-players,North America,Examples,Case Studies,60,0.0036,1,282,4.7,10680,178,0.5832,60,162
Atlanta,United States,11/16/2014,referral,/gallery,North America,Examples,Case Studies,0,0.0029,1,35,3.5,178,17.8,0.0754,10,26
Tarrytown,United States,11/16/2014,referral,/gallery,North America,Examples,Case Studies,0,0.001,1,28,2.8,178,17.8,0.041,10,41
Union City,United States,11/16/2014,referral,/gallery,North America,Examples,Case Studies,10,0.003,1,49,4.9,1610,161,0.099,10,33
Los Angeles,United States,11/16/2014,referral,/gallery/chances-rainfall,North America,Examples,Case Studies,10,0.0017,1,42,4.2,1405,140.5,0.102,10,60
Boulder,United States,11/16/2014,referral,/gallery/evaluating-nba-players,North America,Examples,Case Studies,10,0.032258065,1,49,4.9,1770,177,1,10,31
Washington,United States,11/16/2014,referral,/gallery/evaluating-nba-players,North America,Examples,Case Studies,10,0.0018,1,20,2,1620,162,0.0918,10,51
Daytona Beach,United States,11/16/2014,referral,/gallery/how-burn-most-calories,North America,Examples,Case Studies,10,0.016949153,1,35,3.5,1490,149,1,10,59
Seattle,United States,11/16/2014,referral,/gallery/how-burn-most-calories,North America,Examples,Case Studies,10,0.0032,1,50,5,1760,176,0.1056,10,33
Summerville,United States,11/16/2014,referral,/gallery/spending-president,North America,Examples,Case Studies,10,0.0023,1,26,2.6,400,40,0.1196,10,52
Charlotte,United States,11/16/2014,referral,/gallery/us-population-race,North America,Examples,Case Studies,10,0.002,1,29,2.9,580,58,0.094,10,47
Jackson,United States,11/16/2014,(none),/download,North America,Register,Events/Training,0,0.02,1,11,1.1,69,6.9,1,10,50
Madison,United States,11/16/2014,(none),/download,North America,Register,Events/Training,0,0.0015,1,48,4.8,950,95,0.0585,10,39
New York,United States,11/16/2014,(none),/download,North America,Register,Events/Training,10,0.023255814,1,41,4.1,850,85,1,10,43
Seattle,United States,11/16/2014,(none),/download,North America,Register,Events/Training,10,0.0023,1,35,3.5,79,7.9,0.0529,10,23
St Paul,United States,11/16/2014,(none),/download,North America,Register,Events/Training,0,0.0035,1,43,4.3,148,14.8,0.112,10,32
Washington,United States,11/16/2014,cpc,/download,North America,Register,Events/Training,0,0.027777778,1,36,3.6,40,4,1,10,36
Aliso Viejo,United States,11/16/2014,organic,/download,North America,Register,Events/Training,0,0.0018,1,34,3.4,1395,139.5,0.0936,10,52
New York,United States,11/16/2014,organic,/download,North America,Register,Events/Training,0,0.0013,1,40,4,59,5.9,0.0559,10,43
Omaha,United States,11/16/2014,organic,/download,North America,Register,Events/Training,0,0.0033,1,29,2.9,30,3,0.1815,10,55
St-Eustache,Canada,11/16/2014,referral,/download,North America,Register,Events/Training,0,0.0027,1,282,4.7,888,14.8,0.9072,60,336
Toronto,Canada,11/16/2014,referral,/download,North America,Register,Events/Training,0,0.0017,1,288,4.8,102138,1702.3,0.4284,60,252
Austin,United States,11/16/2014,referral,/download,North America,Register,Events/Training,10,0.033333333,1,30,3,158,15.8,1,10,30
Charleston Afb,United States,11/16/2014,referral,/download,North America,Register,Events/Training,0,0.0032,1,30,3,237,23.7,0.16,10,50
Houston,United States,11/16/2014,referral,/download,North America,Register,Events/Training,10,0.0025,1,30,3,810,81,0.145,10,58
Natick,United States,11/16/2014,referral,/download,North America,Register,Events/Training,10,0.0021,1,17,1.7,950,95,0.0903,10,43
Seattle,United States,11/16/2014,referral,/search/node/bloodworth,North America,Search,Events/Training,0,0.0021,1,77,2.40625,2196,68.625,0.1008,32,48
Chicago,United States,11/16/2014,organic,/examples?build=7000.12.1018.2200,North America,Training,Events/Training,0,0.002,1,10,1,1286,128.6,0.104,10,52
Ottawa,Canada,11/16/2014,(none),/,North America,User,User Generated,60,0.0036,1,132,2.2,4680,78,0.6912,60,192
Ottawa,Canada,11/16/2014,(none),index.htm,North America,User,User Generated,12,0.0036,1,18,1.5,576,48,0.5616,12,156
Toronto,Canada,11/16/2014,(none),index.htm,North America,User,User Generated,120,0.0022,1,258,1.869565217,14214,103,0.6336,138,288
Plainfield,United States,11/16/2014,(none),/,North America,User,User Generated,10,0.0011,1,12,1.2,1350,135,0.0242,10,22
Seattle,United States,11/16/2014,(none),/,North America,User,User Generated,0,0.001,1,24,2.4,99,9.9,0.044,10,44
Owings Mills,United States,11/16/2014,(none),/how-it-works,North America,User,User Generated,10,0.0038,1,74,4.352941176,2754,162,0.152,17,40
Aliso Viejo,United States,11/16/2014,(none),/upgrade,North America,User,User Generated,10,0.02,1,40,1.176470588,4862,143,1,34,50
Hopkins,United States,11/16/2014,(none),/upgrade,North America,User,User Generated,0,0.0022,1,51,3.923076923,741,57,0.0968,13,44
Athens,United States,11/16/2014,(none),index.htm,North America,User,User Generated,6,0.0016,1,27,4.5,5549,924.833333333,0.072,6,45
Austin,United States,11/16/2014,(none),index.htm,North America,User,User Generated,10,0.0013,1,21,2.1,2413,241.3,0.039,10,30
Boston,United States,11/16/2014,(none),index.htm,North America,User,User Generated,20,0.0017,1,54,2.25,1944,81,0.0884,24,52
Cleveland,United States,11/16/2014,(none),index.htm,North America,User,User Generated,11,0.0027,1,54,4.909090909,1155,105,0.1539,11,57
College Station,United States,11/16/2014,(none),index.htm,North America,User,User Generated,6,0.0016,1,23,3.833333333,906,151,0.032,6,20
Dallas,United States,11/16/2014,(none),index.htm,North America,User,User Generated,1,0.0024,1,2,2,40,40,0.0456,1,19
Frankfort,United States,11/16/2014,(none),index.htm,North America,User,User Generated,10,0.0011,1,23,1.210526316,7695,405,0.0748,19,68
Fresno,United States,11/16/2014,(none),index.htm,North America,User,User Generated,10,0.002,1,85,3.863636364,8516,387.090909091,0.144,22,72
Hiram,United States,11/16/2014,(none),index.htm,North America,User,User Generated,3,0.04,1,12,4,183,61,1,3,25
Hoffman Estates,United States,11/16/2014,(none),index.htm,North America,User,User Generated,2,0.0011,1,8,4,160,80,0.0517,2,47
Houston,United States,11/16/2014,(none),index.htm,North America,User,User Generated,6,0.001,1,11,1.833333333,312,52,0.049,6,49
Maryland Heights,United States,11/16/2014,(none),index.htm,North America,User,User Generated,5,0.0014,1,20,4,643,128.6,0.0392,5,28
New York,United States,11/16/2014,(none),index.htm,North America,User,User Generated,10,0.0031,1,38,3.454545455,8506,773.272727273,0.1209,11,39
San Francisco,United States,11/16/2014,(none),index.htm,North America,User,User Generated,7,0.018181818,1,23,3.285714286,931,133,1,7,55
Seattle,United States,11/16/2014,(none),index.htm,North America,User,User Generated,10,0.0029,1,44,4.4,277,27.7,0.1566,10,54
Sunnyvale,United States,11/16/2014,(none),index.htm,North America,User,User Generated,10,0.001,1,78,3.545454545,6370,289.545454545,0.053,22,53
Wilton,United States,11/16/2014,(none),index.htm,North America,User,User Generated,2,0.0031,1,9,4.5,262,131,0.1612,2,52
Ipswich,United States,11/16/2014,cpc,/knowledgebase/sharing-views,North America,User,User Generated,10,0.0031,1,47,1.740740741,2214,82,0.1395,27,45
Montreal,Canada,11/16/2014,organic,/,North America,User,User Generated,0,0.0028,1,186,3.1,180,3,0.672,60,240
Toronto,Canada,11/16/2014,organic,/,North America,User,User Generated,60,0.0032,1,366,3.05,10092,84.1,0.6336,120,198
Vancouver,Canada,11/16/2014,organic,/,North America,User,User Generated,0,0.0021,1,120,2,294,4.9,0.6804,60,324
Montreal,Canada,11/16/2014,organic,index.htm,North America,User,User Generated,30,0.0036,1,60,2,187836,6261.2,0.3456,30,96
Baltimore,United States,11/16/2014,organic,/,North America,User,User Generated,10,0.0024,1,35,3.5,830,83,0.0576,10,24
Cedar Rapids,United States,11/16/2014,organic,/,North America,User,User Generated,0,0.004,1,20,2,158,15.8,0.224,10,56
Decatur,United States,11/16/2014,organic,/,North America,User,User Generated,10,0.0038,1,34,3.4,410,41,0.0874,10,23
